Name,Department,CGPA,Contact Number,College Email,B.Tech Score,Interest Area
Clifford Warren,CSE,6,9309995972,clifford14@college.edu,80,Cloud Computing
Tyler Campbell,ECE,6,6788121869,tyler61@college.edu,61,Cybersecurity
Corey King,IT,8,9828469859,corey69@college.edu,97,AI
Brian King,IT,8,8297985796,brian82@college.edu,63,IoT
Victor Nichols,IT,6,6057522833,victor34@college.edu,56,IoT
John Barrett,ECE,8,6703184550,john24@college.edu,71,IoT
Tara Lewis,ME,7,7038221976,tara82@college.edu,65,Data Science
David Newman,CE,10,9021573565,david22@college.edu,55,IoT
Valerie Glass,CSE,9,6087866157,valerie41@college.edu,60,Cloud Computing
Ronald Valdez,IT,7,8522269812,ronald55@college.edu,81,IoT
Timothy Bennett,IT,9,6890320234,timothy48@college.edu,61,Cybersecurity
Benjamin Krueger,ME,10,8625892704,benjamin93@college.edu,92,Data Science
Angela Mitchell,ME,8,8055346666,angela99@college.edu,99,ML
Brad Barnett,ECE,9,6086147238,brad27@college.edu,66,Cloud Computing
William Santos,CSE,10,7618847967,william19@college.edu,92,Data Science
Jessica Taylor,CSE,6,8034021599,jessica42@college.edu,81,Cybersecurity
Latoya Hayes,CSE,9,9052650054,latoya40@college.edu,74,Cloud Computing
Morgan Schmidt,IT,7,7186492660,morgan86@college.edu,70,Data Science
James Jennings,ECE,7,9861907563,james68@college.edu,87,Data Science
Jill Benson,CSE,9,9861472170,jill37@college.edu,92,Cloud Computing
Juan Navarro,ECE,6,9900372493,juan43@college.edu,100,ML
Nicole Boyer,IT,6,6836301033,nicole88@college.edu,81,ML
Yvette Rios,IT,7,9269164632,yvette44@college.edu,68,Cybersecurity
James Lee,IT,9,9020371604,james10@college.edu,89,Cybersecurity
Jay Walker,CSE,9,8472859455,jay66@college.edu,67,Cybersecurity
Alicia Chavez,CE,6,8380480222,alicia90@college.edu,99,Cloud Computing
Kathleen Adams,IT,7,7653741589,kathleen10@college.edu,60,Cloud Computing
Lindsey Murray,ECE,6,8932761878,lindsey92@college.edu,89,Cloud Computing
Paul Cox,ME,7,9966636371,paul34@college.edu,57,Cybersecurity
Miss Megan Ross,ECE,6,6843009904,miss11@college.edu,93,Cloud Computing
Natasha Clark,ME,6,8646548283,natasha28@college.edu,96,Cloud Computing
Wendy Costa,CSE,9,9038815775,wendy73@college.edu,82,IoT
Heather Jones,IT,9,6711810718,heather82@college.edu,52,AI
Kyle Sanders,IT,9,6208504466,kyle52@college.edu,58,IoT
Terri Johnson,IT,6,6115877100,terri32@college.edu,99,AI
Grace Mccoy,CSE,8,9249903903,grace22@college.edu,79,ML
Margaret Holder,IT,7,8119366317,margaret30@college.edu,73,Cybersecurity
Stephanie Nguyen,ECE,7,6491898270,stephanie21@college.edu,61,Cybersecurity
Manuel Flores,ECE,7,9795288135,manuel34@college.edu,92,Cloud Computing
Ann Santos,IT,8,8415077756,ann29@college.edu,67,IoT
Brian Atkinson,ECE,8,8945954619,brian46@college.edu,51,IoT
William Marquez,CSE,8,6744012804,william36@college.edu,77,Cybersecurity
Joel Olson,ECE,6,6559392647,joel69@college.edu,66,ML
Dr. Marie Morris,CSE,9,6001560069,dr.24@college.edu,97,Data Science
Michael Harris,CSE,8,7011496328,michael12@college.edu,96,Data Science
Lori Powell,CSE,8,8220077018,lori49@college.edu,94,Cloud Computing
Dennis Ward,ECE,6,6067554828,dennis26@college.edu,88,Data Science
Jennifer Smith,CSE,10,6618348459,jennifer13@college.edu,91,Cloud Computing
Tammie Williams,ECE,10,9551826076,tammie76@college.edu,85,Cloud Computing
Brandi Hays,ME,9,8295504612,brandi45@college.edu,75,Cybersecurity
Kimberly Williams,CE,10,8819781149,kimberly85@college.edu,77,AI
Holly Atkins,ECE,10,9494609229,holly61@college.edu,54,ML
Brittany Patterson,CE,10,6373438988,brittany59@college.edu,79,ML
Tara Holland,CE,6,6955322897,tara37@college.edu,57,IoT
Dr. Catherine Welch,IT,7,8767487005,dr.15@college.edu,71,ML
Andrea Jones,ME,9,9720127099,andrea48@college.edu,82,IoT
Patrick Jensen,IT,10,8207413331,patrick30@college.edu,91,Cybersecurity
Kimberly Smith,ME,8,8732266953,kimberly91@college.edu,66,Data Science
Brittany Tucker,CE,10,8732893825,brittany91@college.edu,82,Cloud Computing
Lance Bowers,ECE,10,6189100175,lance64@college.edu,68,IoT
Terry Payne,ECE,8,7270338083,terry58@college.edu,67,Data Science
Christopher Daniels,IT,8,7248677360,christopher56@college.edu,88,ML
Jason Michael,CE,8,8659904369,jason77@college.edu,81,IoT
Teresa Fisher,CSE,9,7084976651,teresa74@college.edu,50,IoT
Steven Luna,ME,7,6845737908,steven33@college.edu,53,IoT
Shaun Hanson,CSE,7,8173140038,shaun41@college.edu,81,Data Science
Tyrone Knight,CSE,8,6521027644,tyrone12@college.edu,83,ML
Robert Eaton,CSE,8,8179457080,robert94@college.edu,64,IoT
Luis Kennedy,IT,6,7878023052,luis11@college.edu,67,ML
Sheila Singh,ECE,10,8070840682,sheila56@college.edu,74,Cloud Computing
Deborah Curry,ME,6,8879900328,deborah95@college.edu,53,Cloud Computing
Rhonda Robertson,IT,8,8816697431,rhonda36@college.edu,61,AI
Sara Griffith,CE,6,9134174796,sara34@college.edu,51,AI
Alyssa Wood,IT,9,8480213924,alyssa58@college.edu,67,Cybersecurity
Peter Smith,ECE,7,9953519573,peter29@college.edu,60,Cloud Computing
Patricia Payne,CE,9,7542452049,patricia92@college.edu,88,Cloud Computing
Maria Blankenship,ME,10,8762663025,maria53@college.edu,65,IoT
Laura Lewis,IT,10,6781052438,laura21@college.edu,86,AI
Michael Mcbride,ECE,9,9327966971,michael62@college.edu,68,IoT
Dylan Castro,ME,10,9054826777,dylan29@college.edu,54,IoT
Angela Day,CSE,7,7363624347,angela73@college.edu,94,ML
Ronald Stephens,IT,6,7970853342,ronald71@college.edu,86,ML
Donald Schwartz,ME,9,8388095914,donald36@college.edu,94,IoT
Veronica Joseph,CSE,8,9632904854,veronica86@college.edu,84,AI
Paul Taylor,CSE,10,7170115281,paul71@college.edu,57,AI
Peter Mccall,ME,9,9369384487,peter92@college.edu,67,Data Science
Ronald Olson,CSE,8,7959227235,ronald71@college.edu,89,AI
Jill Jensen,CSE,6,6498058820,jill58@college.edu,86,IoT
Claudia Stevens,CSE,10,9315412952,claudia16@college.edu,93,Data Science
Amy Williams,ECE,10,8701956389,amy78@college.edu,85,Cybersecurity
Christine Cunningham,ME,10,7458775332,christine73@college.edu,61,AI
Brian Henderson,ME,7,6184351140,brian96@college.edu,77,ML
Danielle Carter,ECE,6,8601736795,danielle41@college.edu,77,IoT
Jason Phillips,IT,10,9745109067,jason23@college.edu,75,IoT
Danny Reed,CE,7,6257323833,danny48@college.edu,78,Cybersecurity
Cathy Harris,ME,9,6935937492,cathy83@college.edu,56,IoT
Donna Hughes,ME,7,8466836529,donna75@college.edu,64,IoT
Terry Mcdonald,ECE,7,9015781594,terry23@college.edu,81,IoT
Cody Esparza,CE,10,9320092196,cody64@college.edu,70,AI
Ryan Clark,IT,6,6865942153,ryan23@college.edu,64,IoT
Cynthia Erickson,ECE,8,9205389849,cynthia80@college.edu,82,AI
Jacqueline Wright,CSE,6,9362864111,jacqueline77@college.edu,87,Cloud Computing
Justin Meza,IT,9,9746245379,justin25@college.edu,91,IoT
Adam Russell,ECE,8,9493352728,adam22@college.edu,65,AI
Shannon Shaw,IT,8,6714806041,shannon55@college.edu,56,Data Science
Peter Green,ME,7,7505515812,peter43@college.edu,54,IoT
Michael Newman,ME,7,7526261351,michael32@college.edu,69,Cloud Computing
Ryan Rich III,ECE,9,9546047904,ryan88@college.edu,60,ML
George Moon,ECE,9,8028503655,george97@college.edu,76,AI
David Ashley,ECE,7,9399215791,david96@college.edu,88,Data Science
Brittany Cantrell,CSE,7,9091511600,brittany83@college.edu,74,Cloud Computing
Kelly Shaffer,ECE,7,8130526366,kelly79@college.edu,84,AI
Tiffany Johnson,CSE,7,9164857689,tiffany51@college.edu,82,IoT
Ryan Mathews,CE,9,8283041486,ryan77@college.edu,74,IoT
Stephen Wilcox,ME,6,8740020016,stephen73@college.edu,53,AI
Sarah Nichols,ECE,8,8058532945,sarah38@college.edu,90,Cloud Computing
Haley Shaffer,CE,10,9609325627,haley17@college.edu,72,Cybersecurity
James Patterson,ME,9,9433245987,james43@college.edu,50,IoT
Shawn Vazquez,IT,8,6516069957,shawn49@college.edu,58,AI
Samantha Zuniga,IT,10,6095106061,samantha45@college.edu,80,IoT
Joseph Ferrell,IT,10,7140317139,joseph72@college.edu,98,Data Science
Amber Moore,ECE,6,6303958250,amber92@college.edu,64,Data Science
Garrett Jackson,IT,8,6412963957,garrett97@college.edu,70,Data Science
Kelly Cooper,CE,8,9260852378,kelly95@college.edu,100,Data Science
Catherine Carter,ECE,8,7488954824,catherine23@college.edu,57,Cloud Computing
Seth Lynch,CE,7,8189562389,seth94@college.edu,86,Data Science
Kelly Levy,ECE,8,9759778473,kelly82@college.edu,97,Cybersecurity
Justin Collier,CSE,7,6764099249,justin18@college.edu,51,ML
Tammy Martinez,ME,7,8133492368,tammy36@college.edu,90,Cybersecurity
Betty French,ME,8,6758968310,betty19@college.edu,74,IoT
Amanda Green,IT,6,6815263445,amanda71@college.edu,70,IoT
Lindsey Chung,IT,10,6193901328,lindsey98@college.edu,90,Cloud Computing
Fernando Gibbs,CE,7,9656675188,fernando59@college.edu,91,AI
Sheri Benson,ME,10,9458674896,sheri34@college.edu,53,Data Science
Jeffrey Morrison,CE,10,7390502656,jeffrey60@college.edu,58,Data Science
Patrick Boone,ME,6,8519791521,patrick63@college.edu,90,AI
Eric Roberts,ME,10,6117692560,eric50@college.edu,89,Cloud Computing
Ryan Cole,CSE,10,8988186814,ryan21@college.edu,66,Cloud Computing
Jack Lewis,CE,10,8495744875,jack18@college.edu,93,Data Science
James Moore,ME,9,8200621235,james69@college.edu,59,Cloud Computing
John Chang,ECE,7,7307271852,john16@college.edu,71,Cloud Computing
Victoria Morris,ME,8,7572251984,victoria98@college.edu,66,Cybersecurity
Regina Mack,IT,8,7645703337,regina92@college.edu,62,IoT
Amy Lamb,ME,6,9796567534,amy29@college.edu,72,IoT
David Robertson,IT,7,7269961887,david20@college.edu,78,Cybersecurity
Andrew Schaefer,CE,9,9286896426,andrew36@college.edu,53,ML
Matthew Hernandez,CE,9,8017518688,matthew47@college.edu,84,ML
Olivia Thompson,ECE,10,6241112670,olivia81@college.edu,71,Data Science
Jessica Moore,ME,6,8066977147,jessica56@college.edu,62,IoT
Dr. Nancy Gardner,CSE,6,7323384885,dr.67@college.edu,89,Data Science
Kenneth Morales,ME,7,7966255024,kenneth96@college.edu,92,Cloud Computing
Earl Snyder,CSE,9,8560367383,earl73@college.edu,66,Cloud Computing
Rebecca Herrera,ECE,6,9467783109,rebecca86@college.edu,92,ML
Linda Chang,IT,10,9564990575,linda54@college.edu,66,AI
Daniel Vasquez,ME,10,7872710517,daniel77@college.edu,83,Data Science
Stacy Williams,IT,8,6932027866,stacy22@college.edu,90,Cybersecurity
Mark Diaz,ME,7,8790063160,mark78@college.edu,99,ML
Peter Garrison,CE,8,6386566654,peter48@college.edu,59,ML
George Smith,CSE,7,8825003350,george43@college.edu,88,AI
Daniel West,CSE,10,9395119341,daniel98@college.edu,90,Cybersecurity
Shannon Stevenson,IT,8,6450947661,shannon15@college.edu,79,ML
Andrea Clark,ME,9,7201935058,andrea11@college.edu,50,Data Science
Courtney Pierce,IT,7,9272212498,courtney11@college.edu,81,Cloud Computing
Timothy Wright,ME,6,7647245449,timothy86@college.edu,98,Cloud Computing
Scott Hoffman,ME,7,6131192976,scott49@college.edu,53,Cybersecurity
Marissa Mccormick,ECE,10,9043527699,marissa94@college.edu,69,AI
Philip Adams,CE,6,9171254037,philip26@college.edu,87,Cloud Computing
Tanner Juarez,ECE,7,7666304658,tanner11@college.edu,65,ML
Teresa Rodriguez,ECE,10,9463217127,teresa53@college.edu,88,Cloud Computing
Crystal Vance,ME,10,8441513733,crystal65@college.edu,97,ML
Rebecca Lyons,CSE,8,8601080378,rebecca97@college.edu,99,IoT
Judith Jones,CSE,7,6715866149,judith99@college.edu,98,Cloud Computing
Daniel Knight,ME,9,7817678630,daniel91@college.edu,79,IoT
Rebecca Thomas,CE,9,8811401652,rebecca15@college.edu,92,ML
Leah Romero,CE,8,7585429875,leah35@college.edu,86,Data Science
Heather Phillips,IT,10,8980257209,heather89@college.edu,74,ML
Michael Brown,ME,10,6158365850,michael52@college.edu,62,Data Science
Brenda Long,CE,9,7319541286,brenda38@college.edu,72,Data Science
Robert Adams MD,ME,9,8846105215,robert22@college.edu,55,Data Science
Cynthia Smith,CSE,8,7166385158,cynthia52@college.edu,91,Data Science
Samantha Stout,CE,9,6915595345,samantha24@college.edu,69,Cloud Computing
Christopher Thompson,IT,10,7581176059,christopher30@college.edu,50,Data Science
Julie Moore,IT,7,7504356259,julie79@college.edu,57,AI
Sean Kennedy,ECE,9,6688838505,sean85@college.edu,73,ML
Cynthia Arnold,CSE,6,9488249036,cynthia35@college.edu,51,Cybersecurity
Michael Morgan,CE,6,9468412198,michael98@college.edu,70,Cybersecurity
Christopher Alexander,IT,9,8263431637,christopher66@college.edu,100,Data Science
Cynthia Kim,ECE,8,7709879979,cynthia48@college.edu,85,IoT
Jamie Oneal,IT,10,9703687358,jamie44@college.edu,99,Data Science
Joseph Kim,IT,7,8847625511,joseph46@college.edu,56,Data Science
Michael Hoffman,CSE,6,9106758444,michael32@college.edu,85,Cloud Computing
Mary May,ECE,6,9389391934,mary54@college.edu,52,Cloud Computing
Kathy Terrell,ME,10,9171334203,kathy15@college.edu,53,Cloud Computing
Peter Dawson III,ECE,8,9297731421,peter13@college.edu,95,IoT
Nicholas Nunez,ME,6,7479489007,nicholas34@college.edu,91,Cybersecurity
David Schmidt,CSE,10,8225179554,david39@college.edu,82,Cloud Computing
Erika Moss,CSE,7,6331811523,erika25@college.edu,75,AI
Ana Stone,ECE,9,8376750316,ana34@college.edu,63,AI
Jennifer Ferguson,CE,9,8914008268,jennifer15@college.edu,98,AI
Bobby Harvey,IT,7,8197993625,bobby24@college.edu,73,AI
Arthur Lozano,ECE,7,8692796106,arthur12@college.edu,74,ML
Ashley Powers,IT,7,6960975296,ashley70@college.edu,78,ML
Kaitlyn Jenkins,CSE,10,9200493246,kaitlyn93@college.edu,60,AI
Robert Kelly,ECE,6,7641901287,robert63@college.edu,75,Cybersecurity
Christopher Jacobson,CE,7,7661334101,christopher90@college.edu,66,Cybersecurity
Cindy Johnson,ECE,8,7660586107,cindy12@college.edu,95,ML
Suzanne Hayes,ME,8,8207728364,suzanne87@college.edu,92,IoT
Jacqueline Thompson,ECE,9,8084776020,jacqueline52@college.edu,85,AI
Chris Thomas,IT,9,8099584766,chris33@college.edu,78,Cloud Computing
Cheryl Myers,CSE,6,8766375857,cheryl45@college.edu,73,Cloud Computing
Cynthia Murray,CSE,7,7974688917,cynthia80@college.edu,87,Cloud Computing
Nichole Young,IT,6,8069583754,nichole65@college.edu,91,AI
Eric Nguyen,CE,9,7751304097,eric27@college.edu,94,Cloud Computing
Derek Sanchez,CE,6,6157794817,derek13@college.edu,60,IoT
Rita Jones,CSE,6,9719803198,rita80@college.edu,81,ML
Scott Golden,CE,10,7282611803,scott74@college.edu,92,IoT
John Rich,IT,6,6617312634,john34@college.edu,91,Cloud Computing
Mr. Ricardo Huffman Jr.,IT,6,6184216859,mr.46@college.edu,84,AI
Kevin Mcgee,IT,6,8119491153,kevin61@college.edu,56,Cybersecurity
Tanya Wong,CE,9,6317044299,tanya65@college.edu,91,Data Science
Jeffrey Garcia,ECE,8,8564721711,jeffrey86@college.edu,89,Data Science
Jonathan Kaiser,ECE,6,9653819037,jonathan58@college.edu,68,AI
Scott Hernandez,CSE,7,6079727464,scott83@college.edu,99,AI
Joshua Kline,IT,7,8070231443,joshua41@college.edu,54,Data Science
Alexa Smith,IT,6,8644051166,alexa83@college.edu,86,Cloud Computing
Travis Salazar,ME,8,7578330435,travis66@college.edu,73,AI
Elizabeth Reid,CSE,6,9510130910,elizabeth10@college.edu,76,Data Science
Jeffrey Bowen,ECE,8,6123485967,jeffrey95@college.edu,97,Data Science
Michael Martin,ECE,6,8982428356,michael28@college.edu,100,Cybersecurity
Melissa Garrison,CE,10,6971292696,melissa76@college.edu,90,Cloud Computing
Kelly Andrews MD,CE,10,8394380848,kelly98@college.edu,69,Cloud Computing
Sarah Baker,ECE,10,9339935432,sarah53@college.edu,68,AI
Brian Taylor,ECE,10,6734265232,brian43@college.edu,83,Cloud Computing
Karen Cooper,CE,7,6897400607,karen21@college.edu,86,ML
Jennifer Powell,CSE,8,7846876480,jennifer72@college.edu,96,Cloud Computing
Bryan Boyer,IT,8,8525355936,bryan23@college.edu,95,AI
Christopher Bentley,IT,9,9815384147,christopher68@college.edu,84,ML
Michael Black,CSE,9,6923600901,michael76@college.edu,69,Cybersecurity
Melissa Hester,ME,8,7329202218,melissa27@college.edu,60,Cybersecurity
John Lam,CSE,7,9140589703,john37@college.edu,82,Data Science
Lindsey Brooks,ME,6,8092558733,lindsey21@college.edu,65,IoT
Erica Soto,ME,7,8989274712,erica57@college.edu,60,IoT
Keith Alexander,CE,7,8387489320,keith90@college.edu,57,AI
Randy Patterson,ECE,6,7039721772,randy79@college.edu,87,ML
Dana Dixon,CSE,7,8554865348,dana81@college.edu,77,Cybersecurity
Shannon Villarreal,ECE,8,8840109993,shannon57@college.edu,99,Data Science
Wanda Murphy,CE,9,8139084147,wanda49@college.edu,80,AI
William Ali,ECE,6,6869426891,william51@college.edu,85,Data Science
Nicholas Diaz,CE,9,6491917748,nicholas31@college.edu,97,Cloud Computing
Wayne Hughes,IT,8,8270443345,wayne19@college.edu,98,Data Science
Thomas Wood,CE,7,7353950569,thomas99@college.edu,94,Data Science
Manuel Smith,ECE,8,7010698319,manuel72@college.edu,92,Cybersecurity
Scott Anderson,CSE,9,7611389233,scott29@college.edu,98,IoT
Stacey Jackson,CE,8,9583432159,stacey95@college.edu,82,AI
Paul Navarro,ME,7,6328193382,paul17@college.edu,54,ML
Billy Park,CSE,10,9140604845,billy46@college.edu,76,IoT
Elizabeth Kelly,CSE,6,7902487974,elizabeth89@college.edu,62,Cloud Computing
Jennifer Moore,CSE,8,6539961381,jennifer95@college.edu,57,Data Science
David Navarro,ME,8,6613264285,david79@college.edu,63,ML
Donna Watson,ECE,6,6550754881,donna76@college.edu,67,IoT
Kyle Short,ECE,6,9999019853,kyle13@college.edu,83,Cybersecurity
Cassidy Brown,ECE,10,8417069401,cassidy70@college.edu,92,Cybersecurity
Misty Cunningham,ME,8,7717365427,misty98@college.edu,89,Cybersecurity
Mr. Kevin Huynh,CE,10,7016611737,mr.22@college.edu,54,AI
Dennis Mooney,ECE,6,6743056466,dennis77@college.edu,73,AI
Michael Washington,ECE,10,9494124279,michael73@college.edu,95,AI
Rhonda Kelly,IT,6,7075911701,rhonda44@college.edu,55,AI
Jeffrey Sweeney,ECE,8,6883399412,jeffrey46@college.edu,59,ML
John Scott,ECE,7,7440909974,john25@college.edu,60,Cloud Computing
Danny Williams,ME,7,8602960899,danny75@college.edu,76,ML
Beverly Thomas,CE,7,8692068751,beverly76@college.edu,89,AI
Katherine Johnson,IT,6,8291529852,katherine17@college.edu,60,Data Science
Leslie Bradley,ME,10,7753027169,leslie27@college.edu,82,AI
Larry Lopez,ECE,9,9418210189,larry14@college.edu,59,AI
Mark Lucero,CSE,9,7753896684,mark53@college.edu,74,Cybersecurity
Luke Thomas,ECE,6,7945392209,luke75@college.edu,68,Cloud Computing
Jesse George,CE,7,7163641171,jesse10@college.edu,99,AI
James Perez,IT,10,8060927651,james71@college.edu,76,Cloud Computing
Meghan Bennett,CSE,10,9903368390,meghan83@college.edu,93,Cybersecurity
Juan Norton,IT,8,6178257236,juan88@college.edu,79,IoT
Chad Edwards,IT,6,7385574388,chad10@college.edu,59,ML
Mrs. Amy Lewis DVM,IT,8,9298019734,mrs.96@college.edu,61,IoT
Anthony Martin,ECE,6,7423054482,anthony32@college.edu,68,Data Science
Miguel Fisher,IT,8,9034680397,miguel85@college.edu,59,ML
Brandy Gomez,ECE,7,8873242202,brandy38@college.edu,73,Cybersecurity
Rachel White,CE,9,6845305725,rachel79@college.edu,81,ML
William Peters,IT,7,8455426376,william25@college.edu,84,ML
Jason Solis,ECE,7,9658670666,jason23@college.edu,93,Cloud Computing
Joseph Gross,ME,6,7347321932,joseph98@college.edu,99,Data Science
Steven Callahan,ME,9,8898324400,steven23@college.edu,97,IoT
Dominic Rodriguez,CSE,10,8569816860,dominic53@college.edu,90,Data Science
Heather Ramos,ME,7,8997557866,heather37@college.edu,95,IoT
Derrick Hughes,CSE,7,7766082666,derrick55@college.edu,60,AI
Danielle Case,IT,7,6217778828,danielle85@college.edu,60,AI
Shannon Anderson,ECE,10,6593854753,shannon17@college.edu,93,ML
Justin Martin,CSE,9,6024927305,justin84@college.edu,99,IoT
Robert Carlson,ECE,6,9692005844,robert90@college.edu,77,Data Science
April Moore,CE,6,6044375355,april52@college.edu,64,ML
Kathryn Moore,IT,7,7755043141,kathryn53@college.edu,62,Cloud Computing
Rachel Parker,ME,7,8543759800,rachel22@college.edu,88,ML
Travis Anderson,IT,9,6812015358,travis32@college.edu,56,AI
Terry Strickland,CE,9,7142597879,terry26@college.edu,88,IoT
Lindsay Welch MD,CSE,6,8123357567,lindsay44@college.edu,63,Data Science
David Mullins,CE,10,6895825837,david33@college.edu,97,Cybersecurity
Adam Davenport,IT,7,7771205202,adam86@college.edu,97,ML
Stephen Hale,ECE,9,7812684915,stephen93@college.edu,97,ML
Mr. Randy Williams,IT,8,7029433570,mr.40@college.edu,86,Data Science
Don Johnson,ECE,8,6459924963,don84@college.edu,85,ML
Cameron Juarez,ME,8,8810842029,cameron14@college.edu,51,Cloud Computing
Robert Wilson,CSE,7,8088471009,robert84@college.edu,87,Cloud Computing
Maria Erickson,IT,7,8259989201,maria54@college.edu,59,Cybersecurity
Dr. Rebecca Baldwin MD,ECE,7,7622901393,dr.65@college.edu,63,Data Science
Russell Burton,ECE,7,7891962647,russell76@college.edu,81,Data Science
Whitney Silva,IT,9,9613497269,whitney32@college.edu,80,Data Science
Patricia Brown,CSE,10,6180102773,patricia17@college.edu,83,Data Science
Mr. Peter Lewis,CE,6,9820219825,mr.95@college.edu,76,IoT
Michael Newton,CE,8,7712942756,michael17@college.edu,56,IoT
Gilbert Daniel,CSE,6,6937418726,gilbert75@college.edu,57,AI
Sarah Nelson,CSE,9,8514257472,sarah47@college.edu,78,Cybersecurity
Sherri Campbell,IT,7,8270154346,sherri49@college.edu,67,Cybersecurity
Susan Padilla,IT,9,9666110705,susan22@college.edu,86,AI
James Green,CSE,10,6139420545,james45@college.edu,73,Cybersecurity
Jason Boone,CSE,10,9101412686,jason63@college.edu,62,Data Science
Alicia Zimmerman,CSE,6,8625588656,alicia85@college.edu,91,Data Science
Cynthia Fisher,CE,6,6482546573,cynthia17@college.edu,61,AI
Chris Wilson,CE,8,9944804882,chris88@college.edu,56,IoT
Lisa Russell,IT,9,7640773267,lisa30@college.edu,61,ML
Shelly Brown,IT,7,8112337931,shelly46@college.edu,96,Data Science
Tracy Carroll,CE,6,7868598994,tracy97@college.edu,92,Cybersecurity
Andrew Rodriguez,CSE,9,8961027033,andrew67@college.edu,91,AI
Pamela Gray,ME,7,9360959616,pamela75@college.edu,69,Data Science
Kelly Garcia,ECE,6,9036040461,kelly19@college.edu,87,AI
Michael Rodriguez,IT,9,9367844446,michael51@college.edu,95,Data Science
Rose James,IT,9,6911967478,rose78@college.edu,79,IoT
Sandra Davis,ME,7,6302507822,sandra37@college.edu,50,ML
Bradley Ramos,ECE,7,7633892001,bradley27@college.edu,98,ML
Jenny Contreras,ECE,7,9550767740,jenny55@college.edu,86,IoT
Holly Colon,IT,10,8625264208,holly89@college.edu,82,Data Science
Kevin Nunez,CE,6,8511950876,kevin71@college.edu,84,IoT
Jordan Wells,ME,8,9181224309,jordan29@college.edu,79,IoT
Bobby Andrade,CE,6,6381008177,bobby57@college.edu,76,ML
Frances Gardner,IT,8,8796825189,frances41@college.edu,68,IoT
Patrick Walker,ECE,6,9072619762,patrick79@college.edu,52,IoT
Steven York,ME,10,8194919794,steven33@college.edu,95,AI
Melissa Nash DVM,CSE,8,8472554845,melissa99@college.edu,93,Data Science
Daniel Armstrong,IT,8,8021513159,daniel82@college.edu,61,Cloud Computing
Christina Vasquez,ECE,6,6882571604,christina71@college.edu,53,IoT
Elizabeth Perez,CSE,6,7319481402,elizabeth76@college.edu,71,ML
Suzanne Jones,ECE,8,7727183266,suzanne82@college.edu,86,Data Science
Robert Jones,ME,10,9449577976,robert63@college.edu,68,Cloud Computing
Melinda Moreno,IT,8,9329743521,melinda52@college.edu,50,Cybersecurity
Julie Davis,ECE,7,9053233004,julie37@college.edu,73,IoT
Jasmin Alexander,CE,6,7275782431,jasmin30@college.edu,95,Data Science
Manuel Garrett MD,ECE,9,7582095226,manuel19@college.edu,66,Cybersecurity
Micheal Lane,ECE,7,9572924586,micheal66@college.edu,84,IoT
Sarah Pennington,CE,7,9526632528,sarah25@college.edu,90,AI
Mrs. Donna Lopez MD,CE,8,7371804571,mrs.12@college.edu,80,Cybersecurity
Nicole Griffith,ECE,10,8875754878,nicole67@college.edu,70,Cloud Computing
Patrick Farrell,ECE,8,7835900514,patrick81@college.edu,52,IoT
Lacey Hogan,IT,7,9390094565,lacey73@college.edu,65,Cybersecurity
Brittany Lee,IT,6,7863744802,brittany71@college.edu,97,ML
Christian Graves,CE,9,7603640866,christian65@college.edu,71,AI
Bridget Short,CSE,10,8095973163,bridget98@college.edu,60,Data Science
Dylan Gibson,ECE,6,7537983995,dylan92@college.edu,94,ML
Todd Davis,ECE,7,6661065958,todd45@college.edu,52,Cybersecurity
Charles Shaw,CE,7,7844617765,charles78@college.edu,97,AI
Tina Smith,IT,10,9977938697,tina21@college.edu,68,IoT
John Munoz,IT,8,7821197097,john11@college.edu,74,AI
Rose James,ECE,9,6233990148,rose26@college.edu,54,ML
Haley Morrison,CSE,9,9247510305,haley27@college.edu,71,Data Science
Gregory Green,CSE,6,8333670125,gregory43@college.edu,58,Cybersecurity
Michael Miller,CSE,6,7562413525,michael78@college.edu,58,Data Science
Megan Murphy,ECE,9,8225418235,megan80@college.edu,55,Cybersecurity
Dean Hernandez,ME,8,7802751305,dean14@college.edu,56,IoT
Megan Osborne,IT,7,7946784555,megan36@college.edu,71,Data Science
Danielle Reed,IT,7,7294902935,danielle51@college.edu,55,Cloud Computing
Tina Mullins,IT,6,7754134685,tina85@college.edu,90,IoT
Mrs. Laura Mills PhD,CE,8,9621324397,mrs.70@college.edu,63,Data Science
Wayne Sullivan,CSE,7,8250706788,wayne83@college.edu,81,AI
Michael Williamson,IT,7,7087507803,michael38@college.edu,70,IoT
Barbara Williams,IT,6,6974309651,barbara59@college.edu,90,Data Science
Ariana Hampton,CSE,6,8948438042,ariana59@college.edu,88,Cloud Computing
Jeffrey Cook,CE,10,9247405170,jeffrey52@college.edu,55,Data Science
Christopher Collier,ECE,8,8358944151,christopher52@college.edu,73,Cybersecurity
Nancy Nelson,CE,10,9122583595,nancy26@college.edu,96,Cybersecurity
Bradley Gilbert,CSE,8,9973377312,bradley35@college.edu,58,Cloud Computing
Maria Young,CSE,10,8196433668,maria63@college.edu,66,Data Science
Douglas Harris,CSE,8,8883938340,douglas77@college.edu,65,IoT
Hannah Schmidt,CE,8,8039383511,hannah89@college.edu,55,AI
Rebekah Frye,CE,6,8921117290,rebekah88@college.edu,96,IoT
David Hunter,ME,9,6285402161,david15@college.edu,85,ML
Christopher Garcia,IT,6,6633883531,christopher67@college.edu,72,ML
